Count of Victims,Age Group,Sex,MethodofKilling,Domestic Abuse,Recorded Year,Recorded Month,Homicide Offence Type,Solved Status,Borough,Officer Observed Ethnicity
1,25 to 34,Female,Other Methods of Killing,Domestic Abuse,2015,Mar,Murder,Solved,Hammersmith & Fulham,White
1,55 to 64,Male,"Physical Assault, no weapon",Not Domestic Abuse,2015,Mar,Murder,Solved,Newham,White
1,45 to 54,Male,Shooting,Not Domestic Abuse,2015,Apr,Murder,Solved,Brent,Other
1,25 to 34,Male,Other Methods of Killing,Not Domestic Abuse,2015,Apr,Manslaughter,Solved,Kensington & Chelsea,White
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,2015,Apr,Murder,Solved,Waltham Forest,White
1,20 to 24,Male,Shooting,Not Domestic Abuse,2015,Apr,Murder,Unsolved,Southwark,Black
1,35 to 44,Male,Knife or Sharp Implement,Not Domestic Abuse,2015,Apr,Murder,Solved,Waltham Forest,White
1,25 to 34,Male,"Physical Assault, no weapon",Not Domestic Abuse,2015,May,Murder,Solved,Camden,Black
1,65 and over,Male,Blunt Implement,Not Domestic Abuse,2015,May,Murder,Solved,Wandsworth,Other
1,20 to 24,Female,Not known/Not Recorded,Domestic Abuse,2015,May,Murder,Solved,Islington,White
1,35 to 44,Female,"Physical Assault, no weapon",Domestic Abuse,2015,May,Murder,Solved,Redbridge,Asian
1,13 to 19,Female,"Physical Assault, no weapon",Not Domestic Abuse,2015,May,Murder,Solved,Redbridge,Asian
1,13 to 19,Female,"Physical Assault, no weapon",Domestic Abuse,2015,May,Murder,Solved,Redbridge,Asian
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic Abuse,2015,Jun,Murder,Solved,Lewisham,Black
1,65 and over,Male,Knife or Sharp Implement,Domestic Abuse,2015,Jun,Murder,Solved,Wandsworth,White
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic Abuse,2015,Jun,Murder,Solved,Enfield,Black
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic Abuse,2015,Jun,Murder,Solved,Islington,Black
1,65 and over,Female,Knife or Sharp Implement,Domestic Abuse,2015,Jun,Murder,Solved,Newham,White
1,20 to 24,Male,"Physical Assault, no weapon",Not Domestic Abuse,2015,Jun,Murder,Solved,Southwark,White
1,20 to 24,Male,Shooting,Not Domestic Abuse,2015,Jun,Murder,Solved,Southwark,Black
1,65 and over,Male,Blunt Implement,Not Domestic Abuse,2015,Jun,Murder,Solved,Bexley,White
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,2015,Jun,Murder,Solved,Islington,Black
1,25 to 34,Female,Other Methods of Killing,Not Domestic Abuse,2015,Jun,Manslaughter,Solved,Ealing,Asian
1,55 to 64,Male,Knife or Sharp Implement,Not Domestic Abuse,2015,Jun,Murder,Solved,Hounslow,Black
1,45 to 54,Female,"Physical Assault, no weapon",Not Domestic Abuse,2015,Jun,Murder,Solved,Havering,White
1,20 to 24,Male,Shooting,Not Domestic Abuse,2015,Jul,Murder,Solved,Brent,Black
1,45 to 54,Male,Other Methods of Killing,Not Domestic Abuse,2015,Jul,Murder,Solved,Islington,White
1,65 and over,Female,Blunt Implement,Domestic Abuse,2015,Jul,Murder,Solved,Lewisham,Asian
1,35 to 44,Male,Shooting,Not Domestic Abuse,2015,Jul,Murder,Unsolved,Haringey,White
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,2015,Jul,Murder,Solved,Unmapped,Black
1,35 to 44,Female,Blunt Implement,Not Domestic Abuse,2015,Jul,Murder,Solved,Ealing,Black
1,25 to 34,Female,Knife or Sharp Implement,Domestic Abuse,2015,Jul,Murder,Solved,Barking & Dagenham,White
1,45 to 54,Female,Knife or Sharp Implement,Not Domestic Abuse,2015,Aug,Murder,Solved,Greenwich,White
1,13 to 19,Male,Other Methods of Killing,Not Domestic Abuse,2015,Aug,Murder,Solved,Lambeth,Black
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic Abuse,2015,Aug,Murder,Solved,Greenwich,Black
1,25 to 34,Female,"Physical Assault, no weapon",Domestic Abuse,2015,Aug,Murder,Solved,Hounslow,White
1,25 to 34,Female,"Physical Assault, no weapon",Not Domestic Abuse,2015,Aug,Murder,Solved,Harrow,Black
1,35 to 44,Male,Shooting,Not Domestic Abuse,2015,Aug,Murder,Unsolved,Hackney,Black
1,45 to 54,Male,Blunt Implement,Not Domestic Abuse,2015,Aug,Murder,Solved,Lambeth,White
1,65 and over,Male,Knife or Sharp Implement,Domestic Abuse,2015,Aug,Murder,Solved,Tower Hamlets,Asian
1,35 to 44,Male,Knife or Sharp Implement,Not Domestic Abuse,2015,Aug,Murder,Solved,Enfield,White
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic Abuse,2015,Sep,Murder,Solved,Lewisham,Black
1,35 to 44,Male,"Physical Assault, no weapon",Domestic Abuse,2015,Sep,Murder,Solved,Tower Hamlets,Asian
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic Abuse,2015,Sep,Murder,Solved,Hackney,Black
1,65 and over,Male,Knife or Sharp Implement,Domestic Abuse,2015,Sep,Murder,Solved,Redbridge,White
1,45 to 54,Female,Knife or Sharp Implement,Domestic Abuse,2015,Sep,Murder,Solved,Redbridge,White
1,45 to 54,Male,Shooting,Not Domestic Abuse,2015,Sep,Murder,Solved,Hackney,White
1,65 and over,Male,"Physical Assault, no weapon",Domestic Abuse,2015,Sep,Murder,Solved,Barking & Dagenham,White
1,35 to 44,Female,Other Methods of Killing,Not Domestic Abuse,2015,Sep,Manslaughter,Solved,Westminster,White
1,65 and over,Male,Other Methods of Killing,Not Domestic Abuse,2015,Sep,Manslaughter,Solved,Lambeth,Asian
1,45 to 54,Male,Knife or Sharp Implement,Not Domestic Abuse,2015,Sep,Murder,Solved,Tower Hamlets,Asian
1,25 to 34,Male,Other Methods of Killing,Not Domestic Abuse,2015,Sep,Murder,Solved,Redbridge,White
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic Abuse,2015,Sep,Murder,Solved,Southwark,Black
1,25 to 34,Female,"Physical Assault, no weapon",Not Domestic Abuse,2015,Sep,Murder,Solved,Hillingdon,Black
1,25 to 34,Male,Blunt Implement,Not Domestic Abuse,2015,Sep,Murder,Solved,Lewisham,White
1,13 to 19,Male,Not known/Not Recorded,Not Domestic Abuse,2015,Sep,Manslaughter,Solved,Lewisham,White
1,25 to 34,Male,Shooting,Not Domestic Abuse,2015,Sep,Murder,Solved,Hackney,Black
1,45 to 54,Male,"Physical Assault, no weapon",Not Domestic Abuse,2015,Sep,Murder,Solved,Enfield,Black
1,35 to 44,Female,Knife or Sharp Implement,Domestic Abuse,2015,Oct,Murder,Solved,Brent,Asian
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic Abuse,2015,Oct,Murder,Solved,Brent,White
1,55 to 64,Male,Blunt Implement,Not Domestic Abuse,2015,Oct,Murder,Solved,Barnet,White
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic Abuse,2015,Oct,Murder,Solved,Ealing,Black
1,35 to 44,Male,Knife or Sharp Implement,Domestic Abuse,2015,Oct,Murder,Solved,Hackney,Black
1,45 to 54,Male,Knife or Sharp Implement,Not Domestic Abuse,2015,Oct,Murder,Solved,Redbridge,White
1,20 to 24,Male,Other Methods of Killing,Not Domestic Abuse,2015,Oct,Murder,Solved,Barking & Dagenham,White
1,45 to 54,Male,Other Methods of Killing,Domestic Abuse,2015,Oct,Murder,Solved,Lambeth,White
1,65 and over,Male,Other Methods of Killing,Not Domestic Abuse,2015,Oct,Murder,Solved,Islington,White
1,45 to 54,Female,Knife or Sharp Implement,Not Domestic Abuse,2015,Oct,Murder,Solved,Brent,Asian
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic Abuse,2015,Nov,Murder,Solved,Brent,Black
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic Abuse,2015,Nov,Murder,Solved,Brent,Black
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic Abuse,2015,Nov,Murder,Solved,Westminster,White
1,45 to 54,Female,Knife or Sharp Implement,Not Domestic Abuse,2015,Nov,Murder,Solved,Hillingdon,White
1,25 to 34,Male,Knife or Sharp Implement,Domestic Abuse,2015,Nov,Murder,Solved,Tower Hamlets,White
1,35 to 44,Male,Other Methods of Killing,Not Domestic Abuse,2015,Nov,Corporate Manslaughter,Solved,Barking & Dagenham,White
1,25 to 34,Male,Blunt Implement,Not Domestic Abuse,2015,Nov,Murder,Solved,Haringey,White
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,2015,Nov,Murder,Solved,Bexley,White
1,45 to 54,Female,Blunt Implement,Domestic Abuse,2015,Nov,Murder,Solved,Barking & Dagenham,White
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,2015,Nov,Murder,Solved,Merton,Asian
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic Abuse,2015,Nov,Murder,Solved,Islington,White
1,20 to 24,Male,Blunt Implement,Not Domestic Abuse,2015,Nov,Murder,Solved,Unmapped,White
1,65 and over,Male,"Physical Assault, no weapon",Domestic Abuse,2015,Nov,Murder,Solved,Brent,Asian
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic Abuse,2015,Dec,Murder,Solved,Haringey,Black
1,45 to 54,Female,Knife or Sharp Implement,Domestic Abuse,2015,Dec,Murder,Solved,Ealing,Asian
1,20 to 24,Female,Knife or Sharp Implement,Domestic Abuse,2015,Dec,Murder,Solved,Enfield,Black
1,55 to 64,Male,Other Methods of Killing,Not Domestic Abuse,2015,Dec,Murder,Solved,Barnet,Asian
1,55 to 64,Male,Knife or Sharp Implement,Not Domestic Abuse,2015,Dec,Murder,Solved,Greenwich,White
1,35 to 44,Male,"Physical Assault, no weapon",Not Domestic Abuse,2015,Dec,Murder,Solved,Greenwich,White
1,35 to 44,Male,Knife or Sharp Implement,Not Domestic Abuse,2015,Dec,Murder,Solved,Islington,White
1,45 to 54,Male,Knife or Sharp Implement,Not Domestic Abuse,2015,Dec,Murder,Solved,Haringey,White
1,35 to 44,Female,Knife or Sharp Implement,Domestic Abuse,2016,Jan,Murder,Solved,Bexley,Black
1,0 to 12,Male,Knife or Sharp Implement,Not Domestic Abuse,2016,Jan,Murder,Solved,Bexley,Black
1,0 to 12,Male,Knife or Sharp Implement,Not Domestic Abuse,2016,Jan,Murder,Solved,Bexley,Black
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic Abuse,2016,Jan,Murder,Solved,Unmapped,Black
1,55 to 64,Male,Knife or Sharp Implement,Not Domestic Abuse,2016,Jan,Murder,Solved,Havering,White
1,25 to 34,Male,"Physical Assault, no weapon",Not Domestic Abuse,2016,Jan,Murder,Solved,Newham,White
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,2016,Jan,Murder,Solved,Merton,White
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic Abuse,2016,Jan,Murder,Solved,Croydon,Black
1,35 to 44,Male,Knife or Sharp Implement,Not Domestic Abuse,2016,Jan,Murder,Solved,Hillingdon,Asian
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,2016,Jan,Murder,Solved,Redbridge,Black
1,25 to 34,Female,Knife or Sharp Implement,Domestic Abuse,2016,Feb,Murder,Solved,Islington,White
1,35 to 44,Male,"Physical Assault, no weapon",Not Domestic Abuse,2016,Feb,Corporate Manslaughter,Solved,Kingston Upon Thames,White
1,25 to 34,Male,Knife or Sharp Implement,Domestic Abuse,2016,Feb,Murder,Solved,Haringey,White
1,0 to 12,Male,Other Methods of Killing,Not Domestic Abuse,2016,Feb,Murder,Solved,Enfield,White
1,65 and over,Female,"Physical Assault, no weapon",Not Domestic Abuse,2016,Feb,Murder,Solved,Greenwich,Black
1,35 to 44,Male,Knife or Sharp Implement,Domestic Abuse,2016,Mar,Murder,Solved,Kingston Upon Thames,Asian
1,0 to 12,Female,Other Methods of Killing,Not Domestic Abuse,2016,Mar,Murder,Solved,Camden,Asian
1,25 to 34,Male,Shooting,Not Domestic Abuse,2016,Mar,Murder,Solved,Brent,Black
1,35 to 44,Female,Knife or Sharp Implement,Domestic Abuse,2016,Mar,Murder,Solved,Enfield,White
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,2016,Mar,Murder,Solved,Wandsworth,White
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic Abuse,2016,Mar,Murder,Solved,Croydon,Black
1,55 to 64,Male,Other Methods of Killing,Not Domestic Abuse,2016,Mar,Murder,Solved,Havering,White
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,2016,Mar,Murder,Solved,Newham,White
1,0 to 12,Male,Other Methods of Killing,Not Domestic Abuse,2016,Mar,Murder,Solved,Lambeth,Unrecorded / Unknown
1,25 to 34,Female,Knife or Sharp Implement,Domestic Abuse,2016,Mar,Murder,Solved,Croydon,White
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic Abuse,2016,Mar,Murder,Solved,Unmapped,Asian
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic Abuse,2016,Apr,Murder,Solved,Lewisham,Black
1,45 to 54,Male,Knife or Sharp Implement,Not Domestic Abuse,2016,Apr,Murder,Solved,Barnet,White
1,65 and over,Male,Other Methods of Killing,Not Domestic Abuse,2016,Apr,Manslaughter,Solved,Barnet,White
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,2016,Apr,Murder,Solved,Unmapped,Asian
1,55 to 64,Male,Not known/Not Recorded,Not Domestic Abuse,2016,Apr,Murder,Solved,Southwark,White
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic Abuse,2016,Apr,Murder,Solved,Wandsworth,Black
1,55 to 64,Male,Other Methods of Killing,Not Domestic Abuse,2016,Apr,Manslaughter,Solved,Westminster,Other
1,20 to 24,Female,"Physical Assault, no weapon",Not Domestic Abuse,2016,Apr,Corporate Manslaughter,Solved,Redbridge,White
1,0 to 12,Male,Other Methods of Killing,Not Domestic Abuse,2016,Apr,Manslaughter,Solved,Harrow,Black
1,35 to 44,Male,Not known/Not Recorded,Not Domestic Abuse,2016,Apr,Murder,Solved,Newham,White
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic Abuse,2016,May,Murder,Solved,Bromley,Black
1,65 and over,Male,Knife or Sharp Implement,Not Domestic Abuse,2016,May,Murder,Solved,Croydon,Black
1,20 to 24,Male,Shooting,Not Domestic Abuse,2016,May,Murder,Solved,Waltham Forest,Black
1,35 to 44,Male,Other Methods of Killing,Not Domestic Abuse,2016,May,Manslaughter,Solved,Tower Hamlets,White
1,45 to 54,Female,Knife or Sharp Implement,Domestic Abuse,2016,May,Murder,Solved,Camden,Black
1,25 to 34,Male,Other Methods of Killing,Not Domestic Abuse,2016,May,Corporate Manslaughter,Solved,Kensington & Chelsea,White
1,35 to 44,Male,Knife or Sharp Implement,Not Domestic Abuse,2016,May,Murder,Solved,Camden,Black
1,20 to 24,Male,Blunt Implement,Not Domestic Abuse,2016,Jun,Murder,Solved,Brent,Black
1,45 to 54,Male,Blunt Implement,Not Domestic Abuse,2016,Jun,Murder,Solved,Hackney,White
1,45 to 54,Male,"Physical Assault, no weapon",Not Domestic Abuse,2016,Jun,Murder,Solved,Barking & Dagenham,White
1,45 to 54,Female,Knife or Sharp Implement,Domestic Abuse,2016,Jun,Murder,Solved,Hammersmith & Fulham,Black
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic Abuse,2016,Jun,Murder,Solved,Wandsworth,Black
1,0 to 12,Male,Other Methods of Killing,Not Domestic Abuse,2016,Jul,Murder,Solved,Tower Hamlets,Asian
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic Abuse,2016,Jul,Murder,Solved,Kensington & Chelsea,Black
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic Abuse,2016,Jul,Murder,Solved,Barking & Dagenham,Black
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,2016,Jul,Murder,Solved,Barking & Dagenham,Black
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,2016,Jul,Murder,Solved,Ealing,Asian
1,45 to 54,Male,Knife or Sharp Implement,Domestic Abuse,2016,Aug,Murder,Solved,Brent,White
1,55 to 64,Female,Knife or Sharp Implement,Not Domestic Abuse,2016,Aug,Murder,Solved,Camden,White
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic Abuse,2016,Aug,Murder,Solved,Lewisham,Black
1,35 to 44,Male,Knife or Sharp Implement,Not Domestic Abuse,2016,Aug,Murder,Solved,Lambeth,Other
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic Abuse,2016,Aug,Murder,Solved,Lewisham,Black
1,35 to 44,Male,Knife or Sharp Implement,Not Domestic Abuse,2016,Aug,Murder,Solved,Brent,White
1,55 to 64,Male,Blunt Implement,Not Domestic Abuse,2016,Aug,Murder,Solved,Kensington & Chelsea,White
1,35 to 44,Female,Knife or Sharp Implement,Domestic Abuse,2016,Aug,Murder,Solved,Lewisham,White
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic Abuse,2016,Aug,Murder,Solved,Hillingdon,White
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic Abuse,2016,Aug,Murder,Solved,Unmapped,Black
1,25 to 34,Male,Shooting,Not Domestic Abuse,2016,Aug,Murder,Solved,Islington,Black
1,25 to 34,Male,Other Methods of Killing,Domestic Abuse,2016,Aug,Manslaughter,Solved,Enfield,Black
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,2016,Aug,Murder,Solved,Haringey,White
1,25 to 34,Male,Blunt Implement,Not Domestic Abuse,2016,Aug,Murder,Solved,Southwark,Black
1,25 to 34,Male,"Physical Assault, no weapon",Not Domestic Abuse,2016,Aug,Murder,Solved,Lewisham,White
1,0 to 12,Male,Other Methods of Killing,Not Domestic Abuse,2016,Aug,Manslaughter,Solved,Westminster,White
1,45 to 54,Male,Other Methods of Killing,Not Domestic Abuse,2016,Aug,Murder,Solved,Greenwich,White
1,13 to 19,Male,Shooting,Not Domestic Abuse,2016,Aug,Murder,Solved,Haringey,Black
1,35 to 44,Male,Knife or Sharp Implement,Not Domestic Abuse,2016,Sep,Murder,Solved,Haringey,Black
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,2016,Sep,Murder,Solved,Tower Hamlets,White
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,2016,Sep,Murder,Solved,Greenwich,Black
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,2016,Sep,Murder,Solved,Barking & Dagenham,White
1,20 to 24,Male,Shooting,Not Domestic Abuse,2016,Sep,Murder,Solved,Barnet,Black
1,55 to 64,Female,Shooting,Not Domestic Abuse,2016,Sep,Murder,Solved,Tower Hamlets,Black
1,0 to 12,Male,Other Methods of Killing,Not Domestic Abuse,2016,Sep,Murder,Solved,Greenwich,Black
1,25 to 34,Male,Knife or Sharp Implement,Domestic Abuse,2016,Sep,Murder,Solved,Ealing,White
1,25 to 34,Male,Blunt Implement,Not Domestic Abuse,2016,Sep,Murder,Solved,Newham,White
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,2016,Sep,Murder,Solved,Newham,Asian
1,0 to 12,Female,Other Methods of Killing,Not Domestic Abuse,2016,Sep,Murder,Solved,Newham,Black
1,20 to 24,Male,Shooting,Not Domestic Abuse,2016,Oct,Murder,Solved,Tower Hamlets,White
1,20 to 24,Male,Shooting,Not Domestic Abuse,2016,Oct,Murder,Solved,Croydon,Black
1,25 to 34,Male,Blunt Implement,Not Domestic Abuse,2016,Oct,Murder,Solved,Waltham Forest,White
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic Abuse,2016,Oct,Murder,Solved,Lambeth,Black
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic Abuse,2016,Oct,Murder,Solved,Brent,Other
1,25 to 34,Female,Not known/Not Recorded,Not Domestic Abuse,2016,Oct,Murder,Solved,Hillingdon,Asian
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic Abuse,2016,Oct,Murder,Solved,Hammersmith & Fulham,Black
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,2016,Oct,Murder,Solved,Haringey,Black
1,25 to 34,Male,Shooting,Not Domestic Abuse,2016,Oct,Murder,Solved,Hammersmith & Fulham,White
1,65 and over,Female,Other Methods of Killing,Not Domestic Abuse,2016,Oct,Murder,Solved,Croydon,Asian
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic Abuse,2016,Oct,Murder,Solved,Barking & Dagenham,Black
1,25 to 34,Male,Shooting,Not Domestic Abuse,2016,Oct,Murder,Solved,Brent,Black
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic Abuse,2016,Nov,Murder,Solved,Croydon,Black
1,20 to 24,Male,Shooting,Not Domestic Abuse,2016,Nov,Murder,Solved,Brent,Black
1,0 to 12,Female,Other Methods of Killing,Not Domestic Abuse,2016,Nov,Murder,Solved,Greenwich,White
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic Abuse,2016,Nov,Murder,Solved,Barking & Dagenham,Black
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic Abuse,2016,Nov,Murder,Solved,Bexley,White
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic Abuse,2016,Nov,Murder,Solved,Harrow,Black
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,2016,Nov,Murder,Solved,Lambeth,Black
1,0 to 12,Female,"Physical Assault, no weapon",Not Domestic Abuse,2016,Nov,Murder,Solved,Southwark,Black
1,0 to 12,Male,"Physical Assault, no weapon",Not Domestic Abuse,2016,Nov,Manslaughter,Solved,Lewisham,Black
1,35 to 44,Female,Knife or Sharp Implement,Domestic Abuse,2016,Nov,Murder,Solved,Ealing,Black
1,25 to 34,Male,Shooting,Not Domestic Abuse,2016,Nov,Murder,Solved,Unmapped,Black
1,55 to 64,Male,Blunt Implement,Not Domestic Abuse,2016,Dec,Murder,Solved,Unmapped,Asian
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic Abuse,2016,Dec,Murder,Solved,Unmapped,White
1,55 to 64,Male,Not known/Not Recorded,Not Domestic Abuse,2016,Dec,Murder,Solved,Sutton,White
1,20 to 24,Male,Shooting,Not Domestic Abuse,2016,Dec,Murder,Solved,Brent,White
1,20 to 24,Male,Shooting,Not Domestic Abuse,2016,Dec,Murder,Solved,Islington,Black
1,25 to 34,Female,"Physical Assault, no weapon",Domestic Abuse,2016,Dec,Murder,Solved,Bexley,Asian
1,0 to 12,Male,Other Methods of Killing,Not Domestic Abuse,2016,Dec,Murder,Solved,Hillingdon,White
1,45 to 54,Female,"Physical Assault, no weapon",Domestic Abuse,2016,Dec,Murder,Solved,Haringey,Black
1,55 to 64,Male,Not known/Not Recorded,Not Domestic Abuse,2016,Dec,Murder,Solved,Barking & Dagenham,Black
1,65 and over,Female,Other Methods of Killing,Not Domestic Abuse,2016,Dec,Manslaughter,Solved,Brent,White
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,2016,Dec,Murder,Solved,Westminster,Black
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic Abuse,2016,Dec,Murder,Solved,Southwark,Black
1,65 and over,Female,Blunt Implement,Not Domestic Abuse,2017,Jan,Murder,Solved,Croydon,Black
